Name,Country,Profile,Period,Commodity,TradingDate,Contract,DeliveryPeriod,DeliveryStart,DeliveryEnd,Unit,ContractVolume,SettlementPrice
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,43.31
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,41.96
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,49.23
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,51.8
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,46.95
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,42.61
Phelix-AT Base Month Future,Austrian,Base,Month,Power,2019-11-19,ATBM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,40.99
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,49.27
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,42.45
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,45
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,54.29
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,56.1
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,43.29
Phelix-AT Base Quarter Future,Austrian,Base,Quarter,Power,2019-11-19,ATBQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,44.59
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,47.76
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,49.77
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,50.91
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,52.73
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2024.01,2024-01-01,2024-12-31,EUR/MWh,8784,53.84
Phelix-AT Base Year Future,Austrian,Base,Year,Power,2019-11-19,ATBY,2025.01,2025-01-01,2025-12-31,EUR/MWh,8760,54.42
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,53.38
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,53.05
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,61.26
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,65.01
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,57.7
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,48.83
Phelix-AT Peak Month Future,Austrian,Peak,Month,Power,2019-11-19,ATPM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,46.59
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,61.21
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,48.62
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,52.53
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,66.85
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,68.42
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,50.23
Phelix-AT Peak Quarter Future,Austrian,Peak,Quarter,Power,2019-11-19,ATPQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,52.63
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,57.32
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,60.31
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,62.27
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,64.13
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2024.01,2024-01-01,2024-12-31,EUR/MWh,3144,66.01
Phelix-AT Peak Year Future,Austrian,Peak,Year,Power,2019-11-19,ATPY,2025.01,2025-01-01,2025-12-31,EUR/MWh,3132,65.99
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB19,2019.11,2019-11-19,2019-11-19,EUR/MWh,24,46.49
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB20,2019.11,2019-11-20,2019-11-20,EUR/MWh,24,53.25
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB21,2019.11,2019-11-21,2019-11-21,EUR/MWh,24,50.67
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB22,2019.11,2019-11-22,2019-11-22,EUR/MWh,24,45.32
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB23,2019.11,2019-11-23,2019-11-23,EUR/MWh,24,37.28
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB24,2019.11,2019-11-24,2019-11-24,EUR/MWh,24,34.76
Phelix-DE Base Day Future,German,Base,Day,Power,2019-11-19,DB25,2019.11,2019-11-25,2019-11-25,EUR/MWh,24,40.6
Phelix-DE Base Week Future,German,Base,Week,Power,2019-11-19,DEB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,37.88
Phelix-DE Base Week Future,German,Base,Week,Power,2019-11-19,DEB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,39.43
Phelix-DE Base Week Future,German,Base,Week,Power,2019-11-19,DEB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,41.53
Phelix-DE Base Week Future,German,Base,Week,Power,2019-11-19,DEB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,44.16
Phelix-DE Base Week Future,German,Base,Week,Power,2019-11-19,DEB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,42.02
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,40.95
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,37.4
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,44.05
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,47.25
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,43.17
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,41.29
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,39.94
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.06,2020-06-01,2020-06-30,EUR/MWh,720,42.54
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.07,2020-07-01,2020-07-31,EUR/MWh,744,43.29
Phelix-DE Base Month Future,German,Base,Month,Power,2019-11-19,DEBM,2020.08,2020-08-01,2020-08-31,EUR/MWh,744,41.65
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,44.77
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,41.24
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,43.61
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,49.59
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,50.95
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,42.14
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,43.39
Phelix-DE Base Quarter Future,German,Base,Quarter,Power,2019-11-19,DEBQ,2021.10,2021-10-01,2021-12-31,EUR/MWh,2209,49.95
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,44.81
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.6
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.78
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,49.6
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2024.01,2024-01-01,2024-12-31,EUR/MWh,8784,50.64
Phelix-DE Base Year Future,German,Base,Year,Power,2019-11-19,DEBY,2025.01,2025-01-01,2025-12-31,EUR/MWh,8760,51.19
Phelix-DE Peak Week Future,German,Peak,Week,Power,2019-11-19,DEP1,2019.11,2019-11-25,2019-11-29,EUR/MWh,60,48.24
Phelix-DE Peak Week Future,German,Peak,Week,Power,2019-11-19,DEP2,2019.12,2019-12-02,2019-12-06,EUR/MWh,60,50.88
Phelix-DE Peak Week Future,German,Peak,Week,Power,2019-11-19,DEP3,2019.12,2019-12-09,2019-12-13,EUR/MWh,60,54
Phelix-DE Peak Week Future,German,Peak,Week,Power,2019-11-19,DEP4,2019.11,2019-11-18,2019-11-22,EUR/MWh,60,55.79
Phelix-DE Peak Week Future,German,Peak,Week,Power,2019-11-19,DEP4,2019.12,2019-12-16,2019-12-20,EUR/MWh,60,55.22
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,50.42
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,47.77
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,54.71
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,58.84
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,52.06
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,47.18
Phelix-DE Peak Month Future,German,Peak,Month,Power,2019-11-19,DEPM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,45.24
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,55.08
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,46.76
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,50.55
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,61.37
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,62.59
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,48.72
Phelix-DE Peak Quarter Future,German,Peak,Quarter,Power,2019-11-19,DEPQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,51.04
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,53.46
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,56.25
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,58.54
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,60.73
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2024.01,2024-01-01,2024-12-31,EUR/MWh,3144,62.54
Phelix-DE Peak Year Future,German,Peak,Year,Power,2019-11-19,DEPY,2025.01,2025-01-01,2025-12-31,EUR/MWh,3132,62.49
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP19,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,56.21
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP20,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,62.41
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP21,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,59.43
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP22,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,51.23
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP23,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,43.77
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP24,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,38.83
Phelix-DE Peak Day Future,German,Peak,Day,Power,2019-11-19,DP25,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,48.87
Phelix-DE Base Weekend Future,German,Base,Weekend,Power,2019-11-19,DWB1,2019.11,2019-11-30,2019-12-01,EUR/MWh,48,28.6
Phelix-DE Base Weekend Future,German,Base,Weekend,Power,2019-11-19,DWB4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,36.02
Phelix-DE Peak Weekend Future,German,Peak,Weekend,Power,2019-11-19,DWP4,2019.11,2019-11-23,2019-11-24,EUR/MWh,24,41.3
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,41.19
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,37.86
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,44.57
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,47.71
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,43.55
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,41.42
Phelix-DE/AT Base Month Future,German-Austrian,Base,Month,Power,2019-11-19,F1BM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,40.05
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,45.22
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,41.36
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,43.75
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,50.06
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,51.47
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,42.26
Phelix-DE/AT Base Quarter Future,German-Austrian,Base,Quarter,Power,2019-11-19,F1BQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,43.51
Phelix-DE/AT Base Year Future,German-Austrian,Base,Year,Power,2019-11-19,F1BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,45.11
Phelix-DE/AT Base Year Future,German-Austrian,Base,Year,Power,2019-11-19,F1BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.92
Phelix-DE/AT Base Year Future,German-Austrian,Base,Year,Power,2019-11-19,F1BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,48.09
Phelix-DE/AT Base Year Future,German-Austrian,Base,Year,Power,2019-11-19,F1BY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,49.91
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2019.11,2019-11-01,2019-11-30,EUR/MWh,468,36.06
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2019.12,2019-12-01,2019-12-31,EUR/MWh,480,32.12
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2020.01,2020-01-01,2020-01-31,EUR/MWh,468,38.2
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2020.02,2020-02-01,2020-02-29,EUR/MWh,456,41.53
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2020.03,2020-03-01,2020-03-31,EUR/MWh,479,38.56
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2020.04,2020-04-01,2020-04-30,EUR/MWh,456,37.99
Phelix-DE/AT Off-Peak Month Future,German-Austrian,Off-Peak,Month,Power,2019-11-19,F1OM,2020.05,2020-05-01,2020-05-31,EUR/MWh,492,37.32
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,1403,39.4
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,1404,38.25
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,1416,39.83
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,1417,43.43
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,1391,45.01
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,1404,38.59
Phelix-DE/AT Off-Peak Quarter Future,German-Austrian,Off-Peak,Quarter,Power,2019-11-19,F1OQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,1416,39.21
Phelix-DE/AT Off-Peak Year Future,German-Austrian,Off-Peak,Year,Power,2019-11-19,F1OY,2020.01,2020-01-01,2020-12-31,EUR/MWh,5640,40.24
Phelix-DE/AT Off-Peak Year Future,German-Austrian,Off-Peak,Year,Power,2019-11-19,F1OY,2021.01,2021-01-01,2021-12-31,EUR/MWh,5628,41.5
Phelix-DE/AT Off-Peak Year Future,German-Austrian,Off-Peak,Year,Power,2019-11-19,F1OY,2022.01,2022-01-01,2022-12-31,EUR/MWh,5640,42.1
Phelix-DE/AT Off-Peak Year Future,German-Austrian,Off-Peak,Year,Power,2019-11-19,F1OY,2023.01,2023-01-01,2023-12-31,EUR/MWh,5640,43.74
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,50.72
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,48.3
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,55.37
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,59.46
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,52.61
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,47.35
Phelix-DE/AT Peak Month Future,German-Austrian,Peak,Month,Power,2019-11-19,F1PM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,45.38
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,55.69
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,46.95
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,50.75
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,61.92
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,63.17
Phelix-DE/AT Peak Quarter Future,German-Austrian,Peak,Quarter,Power,2019-11-19,F1PQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,48.87
