Name,Country,Profile,Period,Commodity,TradingDate,Contract,DeliveryPeriod,DeliveryStart,DeliveryEnd,Unit,ContractVolume,SettlementPrice
Italian Peak Week Future,Italian,Peak,Week,Power,2019-11-19,FDP3,2019.12,2019-12-09,2019-12-13,EUR/MWh,60,64.71
Italian Peak Week Future,Italian,Peak,Week,Power,2019-11-19,FDP4,2019.11,2019-11-18,2019-11-22,EUR/MWh,60,64.45
Italian Peak Week Future,Italian,Peak,Week,Power,2019-11-19,FDP4,2019.12,2019-12-16,2019-12-20,EUR/MWh,60,66.35
Italian Peak Month Future,Italian,Peak,Month,Power,2019-11-19,FDPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,56.93
Italian Peak Month Future,Italian,Peak,Month,Power,2019-11-19,FDPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,60.05
Italian Peak Month Future,Italian,Peak,Month,Power,2019-11-19,FDPM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,64.13
Italian Peak Month Future,Italian,Peak,Month,Power,2019-11-19,FDPM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,67.16
Italian Peak Month Future,Italian,Peak,Month,Power,2019-11-19,FDPM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,60.34
Italian Peak Quarter Future,Italian,Peak,Quarter,Power,2019-11-19,FDPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,63.78
Italian Peak Quarter Future,Italian,Peak,Quarter,Power,2019-11-19,FDPQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,55.19
Italian Peak Quarter Future,Italian,Peak,Quarter,Power,2019-11-19,FDPQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,61.48
Italian Peak Quarter Future,Italian,Peak,Quarter,Power,2019-11-19,FDPQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,69.07
Italian Peak Quarter Future,Italian,Peak,Quarter,Power,2019-11-19,FDPQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,70.03
Italian Peak Year Future,Italian,Peak,Year,Power,2019-11-19,FDPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,62.4
Italian Peak Year Future,Italian,Peak,Year,Power,2019-11-19,FDPY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,63.24
Italian Base Weekend Future        ,Italian,Base,Weekend,Power,2019-11-19,FDW4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,41.23
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE19,2019.11,2019-11-19,2019-11-19,EUR/MWh,24,57.49
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE20,2019.11,2019-11-20,2019-11-20,EUR/MWh,24,57.85
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE21,2019.11,2019-11-21,2019-11-21,EUR/MWh,24,54.5
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE22,2019.11,2019-11-22,2019-11-22,EUR/MWh,24,48.58
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE23,2019.11,2019-11-23,2019-11-23,EUR/MWh,24,38.94
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE24,2019.11,2019-11-24,2019-11-24,EUR/MWh,24,37.42
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE25,2019.11,2019-11-25,2019-11-25,EUR/MWh,24,47.5
Spanish Base Day Future            ,Spanish,Base,Day,Power,2019-11-19,FE26,2019.11,2019-11-26,2019-11-26,EUR/MWh,24,48.48
Spanish Base Week Future,Spanish,Base,Week,Power,2019-11-19,FEB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,46.19
Spanish Base Week Future,Spanish,Base,Week,Power,2019-11-19,FEB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,47.99
Spanish Base Week Future,Spanish,Base,Week,Power,2019-11-19,FEB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,49.5
Spanish Base Week Future,Spanish,Base,Week,Power,2019-11-19,FEB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,49.26
Spanish Base Week Future,Spanish,Base,Week,Power,2019-11-19,FEB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,50.99
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,42.83
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,48.2
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,51.91
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,53.07
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,47.86
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,45.85
Spanish Base Month Future,Spanish,Base,Month,Power,2019-11-19,FEBM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,46.9
Spanish Base Quarter Future,Spanish,Base,Quarter,Power,2019-11-19,FEBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,50.9
Spanish Base Quarter Future,Spanish,Base,Quarter,Power,2019-11-19,FEBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,47.85
Spanish Base Quarter Future,Spanish,Base,Quarter,Power,2019-11-19,FEBQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,51.83
Spanish Base Quarter Future,Spanish,Base,Quarter,Power,2019-11-19,FEBQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,55.77
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,51.6
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,50.9
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.5
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,46.3
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2024.01,2024-01-01,2024-12-31,EUR/MWh,8784,45
Spanish Base Year Future,Spanish,Base,Year,Power,2019-11-19,FEBY,2025.01,2025-01-01,2025-12-31,EUR/MWh,8760,43
Spanish Base Weekend Future      ,Spanish,Base,Weekend,Power,2019-11-19,FEW4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,38.18
Greek Base Month Future,Greek,Base,Month,Power,2019-11-19,FFBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,58.9
Greek Base Month Future,Greek,Base,Month,Power,2019-11-19,FFBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,58.5
Greek Base Month Future,Greek,Base,Month,Power,2019-11-19,FFBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,64
Greek Base Quarter Future,Greek,Base,Quarter,Power,2019-11-19,FFBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,61.5
Greek Base Quarter Future,Greek,Base,Quarter,Power,2019-11-19,FFBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,60
Greek Base Year Future,Greek,Base,Year,Power,2019-11-19,FFBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,62.5
PXE Romanian Base Week Future,Romanian,Base,Week,Power,2019-11-19,FHB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,45.63
PXE Romanian Base Week Future,Romanian,Base,Week,Power,2019-11-19,FHB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,49.18
PXE Romanian Base Week Future,Romanian,Base,Week,Power,2019-11-19,FHB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,52.53
PXE Romanian Base Week Future,Romanian,Base,Week,Power,2019-11-19,FHB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,48.18
PXE Romanian Base Week Future,Romanian,Base,Week,Power,2019-11-19,FHB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,51.06
PXE Romanian Base Month Future,Romanian,Base,Month,Power,2019-11-19,FHBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,44.79
PXE Romanian Base Month Future,Romanian,Base,Month,Power,2019-11-19,FHBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,49.52
PXE Romanian Base Month Future,Romanian,Base,Month,Power,2019-11-19,FHBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,65.95
PXE Romanian Base Month Future,Romanian,Base,Month,Power,2019-11-19,FHBM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,64.55
PXE Romanian Base Month Future,Romanian,Base,Month,Power,2019-11-19,FHBM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,53.22
PXE Romanian Base Quarter Future,Romanian,Base,Quarter,Power,2019-11-19,FHBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,61.17
PXE Romanian Base Quarter Future,Romanian,Base,Quarter,Power,2019-11-19,FHBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,51.39
PXE Romanian Base Year Future,Romanian,Base,Year,Power,2019-11-19,FHBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,58.06
PXE Romanian Base Year Future,Romanian,Base,Year,Power,2019-11-19,FHBY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,56.8
PXE Romanian Base Year Future,Romanian,Base,Year,Power,2019-11-19,FHBY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,54.98
PXE Romanian Base Year Future,Romanian,Base,Year,Power,2019-11-19,FHBY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,56.95
null,null,null,null,null,2019-11-19,FKB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,44.63
null,null,null,null,null,2019-11-19,FKB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,48.18
null,null,null,null,null,2019-11-19,FKB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,51.53
null,null,null,null,null,2019-11-19,FKB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,46.16
null,null,null,null,null,2019-11-19,FKB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,51.31
null,null,null,null,null,2019-11-19,FKBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,42.84
null,null,null,null,null,2019-11-19,FKBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,49.12
null,null,null,null,null,2019-11-19,FKBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,58.82
null,null,null,null,null,2019-11-19,FKBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,56.81
PXE Polish Base Month Future,Polish,Base,Month,Power,2019-11-19,FPBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,51.93
PXE Polish Base Month Future,Polish,Base,Month,Power,2019-11-19,FPBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,48.65
PXE Polish Base Quarter Future,Polish,Base,Quarter,Power,2019-11-19,FPBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,56.23
PXE Polish Base Year Future,Polish,Base,Year,Power,2019-11-19,FPBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,58.52
PXE Polish Peak Month Future,Polish,Peak,Month,Power,2019-11-19,FPPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,59.68
PXE Polish Peak Month Future,Polish,Peak,Month,Power,2019-11-19,FPPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,58.26
PXE Polish Peak Quarter Future,Polish,Peak,Quarter,Power,2019-11-19,FPPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,65.98
PXE Polish Peak Year Future,Polish,Peak,Year,Power,2019-11-19,FPPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,69.09
PXE Romanian Peak Week Future,Romanian,Peak,Week,Power,2019-11-19,FRP1,2019.11,2019-11-25,2019-11-29,EUR/MWh,60,54.24
PXE Romanian Peak Week Future,Romanian,Peak,Week,Power,2019-11-19,FRP2,2019.12,2019-12-02,2019-12-06,EUR/MWh,60,57.88
PXE Romanian Peak Week Future,Romanian,Peak,Week,Power,2019-11-19,FRP3,2019.12,2019-12-09,2019-12-13,EUR/MWh,60,62.5
PXE Romanian Peak Week Future,Romanian,Peak,Week,Power,2019-11-19,FRP4,2019.11,2019-11-18,2019-11-22,EUR/MWh,60,60.67
PXE Romanian Peak Week Future,Romanian,Peak,Week,Power,2019-11-19,FRP4,2019.12,2019-12-16,2019-12-20,EUR/MWh,60,63.29
PXE Romanian Peak Month Future,Romanian,Peak,Month,Power,2019-11-19,FRPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,56.89
PXE Romanian Peak Month Future,Romanian,Peak,Month,Power,2019-11-19,FRPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,59.92
PXE Romanian Peak Quarter Future,Romanian,Peak,Quarter,Power,2019-11-19,FRPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,72.43
PXE Romanian Peak Year Future,Romanian,Peak,Year,Power,2019-11-19,FRPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,69.22
UK Power Base Day 19   ,UK,Base,Day,Power,2019-11-19,FU19,2019.11,2019-11-19,2019-11-19,GBP/MWh,24,50.12
UK Power Base Day 20   ,UK,Base,Day,Power,2019-11-19,FU20,2019.11,2019-11-20,2019-11-20,GBP/MWh,24,45.06
UK Power Base Day 21   ,UK,Base,Day,Power,2019-11-19,FU21,2019.11,2019-11-21,2019-11-21,GBP/MWh,24,51.71
UK Power Base Day 22   ,UK,Base,Day,Power,2019-11-19,FU22,2019.11,2019-11-22,2019-11-22,GBP/MWh,24,51.32
UK Power Base Day 23   ,UK,Base,Day,Power,2019-11-19,FU23,2019.11,2019-11-23,2019-11-23,GBP/MWh,24,53.35
UK Power Base Day 24   ,UK,Base,Day,Power,2019-11-19,FU24,2019.11,2019-11-24,2019-11-24,GBP/MWh,24,52.49
UK Power Base Day 25   ,UK,Base,Day,Power,2019-11-19,FU25,2019.11,2019-11-25,2019-11-25,GBP/MWh,24,51.77
UK Power Base Week Future   ,UK,Base,Week,Power,2019-11-19,FUB1,2019.11,2019-11-25,2019-12-01,GBP/MWh,168,50.57
UK Power Base Week Future   ,UK,Base,Week,Power,2019-11-19,FUB2,2019.12,2019-12-02,2019-12-08,GBP/MWh,168,48.26
UK Power Base Week Future   ,UK,Base,Week,Power,2019-11-19,FUB3,2019.12,2019-12-09,2019-12-15,GBP/MWh,168,46.95
UK Power Base Week Future   ,UK,Base,Week,Power,2019-11-19,FUB4,2019.11,2019-11-18,2019-11-24,GBP/MWh,168,50.26
UK Power Base Week Future   ,UK,Base,Week,Power,2019-11-19,FUB4,2019.12,2019-12-16,2019-12-22,GBP/MWh,168,45.93
UK Power Base Month   ,UK,Base,Month,Power,2019-11-19,FUBM,2019.11,2019-11-01,2019-11-30,GBP/MWh,720,45.96
UK Power Base Month   ,UK,Base,Month,Power,2019-11-19,FUBM,2019.12,2019-12-01,2019-12-31,GBP/MWh,744,45.99
UK Power Base Month   ,UK,Base,Month,Power,2019-11-19,FUBM,2020.01,2020-01-01,2020-01-31,GBP/MWh,744,49.25
UK Power Base Month   ,UK,Base,Month,Power,2019-11-19,FUBM,2020.02,2020-02-01,2020-02-29,GBP/MWh,696,49.37
UK Power Base Quarter   ,UK,Base,Quarter,Power,2019-11-19,FUBQ,2020.01,2020-01-01,2020-03-31,GBP/MWh,2183,48.62
UK Power Base Quarter   ,UK,Base,Quarter,Power,2019-11-19,FUBQ,2020.04,2020-04-01,2020-06-30,GBP/MWh,2184,44.03
UK Power Base Quarter   ,UK,Base,Quarter,Power,2019-11-19,FUBQ,2020.07,2020-07-01,2020-09-30,GBP/MWh,2208,43.75
UK Power Base Quarter   ,UK,Base,Quarter,Power,2019-11-19,FUBQ,2020.10,2020-10-01,2020-12-31,GBP/MWh,2209,50.06
UK Power Base Season   ,UK,Base,Season,Power,2019-11-19,FUBS,2020.04,2020-04-01,2020-09-30,GBP/MWh,4392,43.89
UK Power Base Season   ,UK,Base,Season,Power,2019-11-19,FUBS,2020.10,2020-10-01,2021-03-31,GBP/MWh,4368,51.32
UK Power Base Year   ,UK,Base,Year,Power,2019-11-19,FUBY,2020.01,2020-01-01,2020-12-31,GBP/MWh,8784,46.62
UK Power Peak Week Future   ,UK,Peak,Week,Power,2019-11-19,FUP1,2019.11,2019-11-25,2019-11-29,GBP/MWh,60,53.35
UK Power Peak Week Future   ,UK,Peak,Week,Power,2019-11-19,FUP2,2019.12,2019-12-02,2019-12-06,GBP/MWh,60,52.72
UK Power Peak Week Future   ,UK,Peak,Week,Power,2019-11-19,FUP3,2019.12,2019-12-09,2019-12-13,GBP/MWh,60,52.49
UK Power Peak Week Future   ,UK,Peak,Week,Power,2019-11-19,FUP4,2019.11,2019-11-18,2019-11-22,GBP/MWh,60,53.96
UK Power Peak Week Future   ,UK,Peak,Week,Power,2019-11-19,FUP4,2019.12,2019-12-16,2019-12-20,GBP/MWh,60,52.66
UK Power Peak Month   ,UK,Peak,Month,Power,2019-11-19,FUPM,2019.11,2019-11-01,2019-11-29,GBP/MWh,252,50.9
UK Power Peak Month   ,UK,Peak,Month,Power,2019-11-19,FUPM,2019.12,2019-12-02,2019-12-31,GBP/MWh,264,52.09
UK Power Peak Month   ,UK,Peak,Month,Power,2019-11-19,FUPM,2020.01,2020-01-01,2020-01-31,GBP/MWh,276,55.8
UK Power Peak Month   ,UK,Peak,Month,Power,2019-11-19,FUPM,2020.02,2020-02-03,2020-02-28,GBP/MWh,240,55.27
UK Power Peak Quarter   ,UK,Peak,Quarter,Power,2019-11-19,FUPQ,2020.01,2020-01-01,2020-03-31,GBP/MWh,780,54.25
UK Power Peak Quarter   ,UK,Peak,Quarter,Power,2019-11-19,FUPQ,2020.04,2020-04-01,2020-06-30,GBP/MWh,780,48.22
UK Power Peak Quarter   ,UK,Peak,Quarter,Power,2019-11-19,FUPQ,2020.07,2020-07-01,2020-09-30,GBP/MWh,792,46.75
UK Power Peak Quarter   ,UK,Peak,Quarter,Power,2019-11-19,FUPQ,2020.10,2020-10-01,2020-12-31,GBP/MWh,792,57.12
UK Power Peak Season   ,UK,Peak,Season,Power,2019-11-19,FUPS,2020.04,2020-04-01,2020-09-30,GBP/MWh,1572,47.48
UK Power Peak Season   ,UK,Peak,Season,Power,2019-11-19,FUPS,2020.10,2020-10-01,2021-03-31,GBP/MWh,1560,58.12
UK Power Peak Year   ,UK,Peak,Year,Power,2019-11-19,FUPY,2020.01,2020-01-01,2020-12-31,GBP/MWh,3144,51.59
UK Power Base Weekend Future   ,UK,Base,Weekend,Power,2019-11-19,FUW4,2019.11,2019-11-23,2019-11-24,GBP/MWh,48,52.92
null,null,null,null,null,2019-11-19,FVB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,44.63
null,null,null,null,null,2019-11-19,FVB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,48.18
null,null,null,null,null,2019-11-19,FVB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,51.53
null,null,null,null,null,2019-11-19,FVB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,46.48
null,null,null,null,null,2019-11-19,FVB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,51.31
null,null,null,null,null,2019-11-19,FVBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,44.3
null,null,null,null,null,2019-11-19,FVBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,48.87
null,null,null,null,null,2019-11-19,FVBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,58.42
null,null,null,null,null,2019-11-19,FVBY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,56.51
null,null,null,null,null,2019-11-19,FVBY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,55.9
null,null,null,null,null,2019-11-19,FVBY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,54.68
null,null,null,null,null,2019-11-19,FVP1,2019.11,2019-11-25,2019-11-29,EUR/MWh,60,53.24
null,null,null,null,null,2019-11-19,FVP2,2019.12,2019-12-02,2019-12-06,EUR/MWh,60,56.88
null,null,null,null,null,2019-11-19,FVP3,2019.12,2019-12-09,2019-12-13,EUR/MWh,60,61.5
null,null,null,null,null,2019-11-19,FVP4,2019.11,2019-11-18,2019-11-22,EUR/MWh,60,60.3
null,null,null,null,null,2019-11-19,FVP4,2019.12,2019-12-16,2019-12-20,EUR/MWh,60,62.66
null,null,null,null,null,2019-11-19,FVPM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,54.4
null,null,null,null,null,2019-11-19,FVPM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,59.27
null,null,null,null,null,2019-11-19,FVPQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,69.68
null,null,null,null,null,2019-11-19,FVPY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,67.66
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX19,2019.11,2019-11-19,2019-11-19,EUR/MWh,24,42.93
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX20,2019.11,2019-11-20,2019-11-20,EUR/MWh,24,56.1
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX21,2019.11,2019-11-21,2019-11-21,EUR/MWh,24,50.67
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX22,2019.11,2019-11-22,2019-11-22,EUR/MWh,24,49.61
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX23,2019.11,2019-11-23,2019-11-23,EUR/MWh,24,41.1
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX24,2019.11,2019-11-24,2019-11-24,EUR/MWh,24,32.94
PXE Czech Base Day Future,Czech,Base,Day,Power,2019-11-19,FX25,2019.11,2019-11-25,2019-11-25,EUR/MWh,24,40.29
PXE Czech Base Week Future,Czech,Base,Week,Power,2019-11-19,FXB1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,40.38
PXE Czech Base Week Future,Czech,Base,Week,Power,2019-11-19,FXB2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,41.68
PXE Czech Base Week Future,Czech,Base,Week,Power,2019-11-19,FXB3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,44.03
PXE Czech Base Week Future,Czech,Base,Week,Power,2019-11-19,FXB4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,45.26
PXE Czech Base Week Future,Czech,Base,Week,Power,2019-11-19,FXB4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,42.17
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,42.18
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,39.88
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,48.3
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,51.25
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,45.6
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,43.29
PXE Czech Base Month Future,Czech,Base,Month,Power,2019-11-19,FXBM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,41.94
PXE Czech Base Quarter Future,Czech,Base,Quarter,Power,2019-11-19,FXBQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,48.32
PXE Czech Base Quarter Future,Czech,Base,Quarter,Power,2019-11-19,FXBQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,43.24
PXE Czech Base Quarter Future,Czech,Base,Quarter,Power,2019-11-19,FXBQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,47.41
